Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/07 09:22,22541,8083B70A0,222773,808C19AF0,2990.45,UK Pound,2990.45,UK Pound,Cash,0
2022/09/06 16:59,14433,801D9DE00,11157,80D115B60,409.77,US Dollar,409.77,US Dollar,Cheque,0
2022/09/01 20:11,16927,806543EE0,219157,8073A17B0,1190016763.59,Ruble,1190016763.59,Ruble,Cash,0
2022/09/01 09:18,254958,8145827C1,254958,8145827C1,0.001833,Bitcoin,0.001833,Bitcoin,Bitcoin,0
2022/09/08 12:26,21550,800C1F660,11899,806301800,102.94,US Dollar,102.94,US Dollar,Credit Card,0
2022/09/01 05:00,3,804BDD940,3,804BDD940,1215.42,Rupee,1215.42,Rupee,Reinvestment,0
2022/09/01 13:29,1244,800BEE260,21611,801447CC0,1182.82,US Dollar,1182.82,US Dollar,Credit Card,0
2022/09/06 19:54,28663,80A73F230,229122,80A964220,17024.79,Australian Dollar,17024.79,Australian Dollar,Cheque,0
2022/09/09 14:29,22,800062960,22,80012CDB0,54.32,Euro,54.32,Euro,Credit Card,0
2022/09/02 04:31,1688,80054DD50,28771,8034091E0,292.88,US Dollar,292.88,US Dollar,Wire,0
2022/09/07 00:15,2845,802E6A7F0,1588,806271F80,6260.03,US Dollar,6260.03,US Dollar,Credit Card,0
2022/09/01 00:02,14325,80246A620,14325,80246A620,594761.53,US Dollar,594761.53,US Dollar,Reinvestment,0
2022/09/05 01:42,220,8001908C0,1,800C1CAB0,464.19,US Dollar,464.19,US Dollar,ACH,0
2022/09/05 14:30,26024,803AC3B40,19474,8102A2FF0,364.46,US Dollar,364.46,US Dollar,Cheque,0
2022/09/08 00:18,21575,807EB3DD0,213704,8090498A0,34.19,US Dollar,34.19,US Dollar,Credit Card,0
2022/09/08 16:41,21387,801D358D0,13554,8028C5AA0,42384.02,Euro,42384.02,Euro,Cheque,0
2022/09/05 17:39,218050,812E5F7C0,21918,813D46960,5085.69,Euro,5085.69,Euro,Cheque,0
2022/09/02 19:02,70,100428858,210,8081491C0,5720.76,Canadian Dollar,5720.76,Canadian Dollar,Credit Card,0
2022/09/02 08:57,334044,80CD64490,12,80CD64670,2600.84,Mexican Peso,2600.84,Mexican Peso,Cheque,0
2022/09/01 08:51,16787,806AF68A0,217125,8073A0AD0,498769.88,Ruble,498769.88,Ruble,Cheque,0
2022/09/01 12:54,215687,807A7FE70,1467,80C0F7F20,119.67,US Dollar,119.67,US Dollar,Credit Card,0
2022/09/01 00:06,23842,802FBA800,71,804AD37A0,13095429.64,Rupee,13095429.64,Rupee,Cheque,0
2022/09/10 05:12,16163,802AE6FD0,12893,805F9E120,3880.63,US Dollar,3880.63,US Dollar,Credit Card,0
2022/09/04 06:50,1669,801F3AB70,3881,802F11850,875.67,Euro,875.67,Euro,Credit Card,0
2022/09/04 01:34,1068,8030F1220,29279,80EC32A20,48.58,US Dollar,48.58,US Dollar,Cash,0
2022/09/02 08:36,13917,8086FB160,15723,809C315D0,87060.63,US Dollar,87060.63,US Dollar,Cheque,0
2022/09/07 04:07,239212,80EE2BC40,115363,811C9D550,903.75,US Dollar,903.75,US Dollar,Credit Card,0
2022/09/02 16:08,121,812368890,48309,8127CB6C0,1248.49,Saudi Riyal,1248.49,Saudi Riyal,Cheque,0
2022/09/01 09:12,231744,80C604900,231744,80C604900,1593890.95,Mexican Peso,1593890.95,Mexican Peso,Reinvestment,0
2022/09/05 04:04,70,100428660,2385,801E0AAA0,786.43,US Dollar,786.43,US Dollar,Cheque,0
2022/09/03 02:10,228009,80A617760,128558,80B291DF0,197.2,Australian Dollar,197.2,Australian Dollar,Cheque,0
2022/09/06 01:44,70,100428660,11296,80D5031C0,96.5,US Dollar,96.5,US Dollar,Cheque,0
2022/09/03 10:21,29089,80508F770,111764,811136500,3573.72,US Dollar,3573.72,US Dollar,Cheque,0
2022/09/09 11:51,22775,807765080,17769,80B5BF030,1031.75,Euro,1031.75,Euro,Cheque,0
2022/09/01 00:24,31812,80444FC20,31812,80444FC20,196.36,US Dollar,196.36,US Dollar,Reinvestment,0
2022/09/01 02:59,22736,805B9AB60,216645,80BDAFD10,1643.01,US Dollar,1643.01,US Dollar,Cheque,0
2022/09/05 11:41,70,1004286A8,4259,8028C10E0,722.03,Euro,722.03,Euro,Cheque,0
2022/09/01 10:56,11657,80DCA2100,11657,80DCA2100,829.67,Euro,829.67,Euro,Reinvestment,0
2022/09/05 10:50,17327,8056F7BF0,16031,8088B1490,3156.04,US Dollar,3156.04,US Dollar,Credit Card,0
2022/09/03 11:44,124,8000E95A1,15,8146DFEE1,0.442489,Bitcoin,0.442489,Bitcoin,Bitcoin,0
2022/09/06 10:42,23344,8025E2460,27217,802C6EC00,3293.26,Euro,3293.26,Euro,Cheque,0
2022/09/08 13:02,231744,80BEFEBF0,33872,80C9E1D50,68550.04,Mexican Peso,68550.04,Mexican Peso,Credit Card,0
2022/09/01 14:58,21,80007BA70,111312,8046479B0,146734.5,Yen,146734.5,Yen,Cheque,0
2022/09/05 23:59,214308,8056AE2C0,15385,805F1F280,70761.97,Rupee,70761.97,Rupee,Cheque,0
2022/09/03 05:25,115700,809CB0C50,126426,814409080,2798.89,US Dollar,2798.89,US Dollar,Credit Card,0
2022/09/06 11:22,212,80768C6E0,220541,807C4FA00,3851.29,UK Pound,3851.29,UK Pound,Cheque,0
2022/09/06 04:09,4,803946AE0,34670,80DB106D0,290.25,Yuan,290.25,Yuan,Cheque,0
2022/09/05 20:26,70,1004286F0,18067,8030EB1E0,1453725.84,Yuan,1453725.84,Yuan,Cash,0
2022/09/04 18:00,1547,802B3A3C0,18460,803208210,3724.95,Euro,3724.95,Euro,Cheque,0
2022/09/02 02:30,32950,8078947B0,113935,807892860,558.83,Euro,558.83,Euro,Cheque,0
2022/09/01 11:47,2627,802686D30,120046,808D35D00,320366.73,US Dollar,320366.73,US Dollar,Cheque,0
2022/09/09 10:07,70,1004286A8,31720,80E6CD230,337.76,Euro,337.76,Euro,Cash,0
2022/09/03 23:02,213,80C91DA40,33872,80C9F0CF0,39952.98,Mexican Peso,39952.98,Mexican Peso,Cheque,0
2022/09/02 07:12,71,8049B1870,12,805D658A0,59724.93,Rupee,59724.93,Rupee,ACH,0
2022/09/08 00:59,116,80E518280,238845,80F234DD0,13.41,Swiss Franc,13.41,Swiss Franc,ACH,0
2022/09/09 22:28,70,1004286A8,3123,802C0EB70,162.56,Euro,162.56,Euro,Credit Card,0
2022/09/02 19:09,2627,80252C080,136334,80D8D4510,13308.43,Brazil Real,13308.43,Brazil Real,Cheque,0
2022/09/01 00:17,70,100428810,212,808640440,10074.42,UK Pound,10074.42,UK Pound,Credit Card,0
2022/09/09 07:17,23,80014D580,2591,8019678B0,63554.74,Euro,63554.74,Euro,Cash,0
2022/09/04 10:11,6,80A2458E0,27755,80B246D90,682.86,Australian Dollar,682.86,Australian Dollar,Cheque,0
2022/09/07 09:15,25170,8097F6A40,24779,8099CD560,0.54,Canadian Dollar,0.54,Canadian Dollar,Wire,0
2022/09/09 03:17,19,8090847A0,24856,809A48520,2869.94,Canadian Dollar,2869.94,Canadian Dollar,Credit Card,0
2022/09/07 05:29,8805,8041E0A40,28800,805A4C2F0,485.32,US Dollar,485.32,US Dollar,Credit Card,0
2022/09/07 16:33,14325,8044BD000,113798,80B4C47F0,1864.88,US Dollar,1864.88,US Dollar,Cheque,0
2022/09/08 01:46,4,80612C060,287,806565710,842500.95,Ruble,842500.95,Ruble,ACH,0
2022/09/01 15:35,12561,801C92580,120519,808011490,22625.06,Euro,22625.06,Euro,Cheque,0
2022/09/08 00:29,139342,80F6E57C0,138395,80EE43D90,80.77,Swiss Franc,80.77,Swiss Franc,Credit Card,0
2022/09/02 05:49,70,100428A51,220,8140E7E41,0.286438,Bitcoin,0.286438,Bitcoin,Bitcoin,0
2022/09/08 21:53,2991,80172CBA0,12446,807D7B890,861.8,US Dollar,861.8,US Dollar,Cheque,0
2022/09/02 01:36,1420,800CBEAF0,136823,8133924D0,0.18,US Dollar,0.18,US Dollar,ACH,0
2022/09/09 21:37,11107,800B263D0,3229,804E9B310,14693.39,US Dollar,14693.39,US Dollar,Cash,0
2022/09/07 21:21,14,8007BF9A0,20,8030787F0,44570.16,Yuan,44570.16,Yuan,Cheque,0
2022/09/05 19:44,32738,8126B66B0,113779,813596040,241.46,US Dollar,241.46,US Dollar,Cash,0
2022/09/05 20:52,70,1004286A8,10404,80B40A390,102.03,Euro,102.03,Euro,Credit Card,0
2022/09/01 12:47,22775,80A9015D0,250402,813E76050,1120.31,Euro,1120.31,Euro,ACH,0
2022/09/01 00:13,12,801D5C530,12,801D5C530,4024.92,Euro,4024.92,Euro,Reinvestment,0
2022/09/01 15:24,701,8016129F0,1457,80B6DE240,1066288.25,US Dollar,1066288.25,US Dollar,Cheque,0
2022/09/09 17:41,70,100428978,240018,80EECEF90,36.62,Swiss Franc,36.62,Swiss Franc,Cash,0
2022/09/01 00:25,112354,806C34A10,112354,806C34A10,755780.49,Euro,755780.49,Euro,Reinvestment,0
2022/09/01 01:48,70,1004286A8,220888,80B609B90,2358.34,Euro,2358.34,Euro,Cheque,0
2022/09/09 04:37,9571,80B116F10,24544,80DB3E570,5161.7,Yuan,5161.7,Yuan,Credit Card,0
2022/09/05 04:02,25534,809D1B900,126107,809DA8120,1114.65,Canadian Dollar,1114.65,Canadian Dollar,Credit Card,0
2022/09/03 14:49,23537,8034EEA50,138167,813247A00,1340.2,US Dollar,1340.2,US Dollar,Credit Card,0
2022/09/07 03:42,70,100428660,3242,813E1A310,5736.12,US Dollar,5736.12,US Dollar,Cheque,0
2022/09/02 07:27,35123,801E6BE00,11657,801E6BD60,69.16,Euro,69.16,Euro,Credit Card,0
2022/09/01 18:24,15,803A799E0,11402,80446DD90,109148.18,Yen,109148.18,Yen,Cheque,0
2022/09/06 07:45,70,100428660,12381,80119B6C0,142.52,US Dollar,142.52,US Dollar,Cheque,0
2022/09/07 13:01,21550,803583A10,28694,80AAE4150,2884.58,US Dollar,2884.58,US Dollar,Cheque,0
2022/09/06 22:03,26860,802959760,2915,80A080190,2006.47,Euro,2006.47,Euro,Cheque,0
2022/09/02 13:09,70,100428A51,126,813C9B421,7.693707,Bitcoin,7.693707,Bitcoin,Bitcoin,0
2022/09/02 22:47,1467,800A9AF40,16224,8034B9CF0,1365.99,US Dollar,1365.99,US Dollar,Cheque,0
2022/09/01 00:44,5394,80FEF46C0,5394,80FEF46C0,10.7,US Dollar,10.7,US Dollar,Reinvestment,0
2022/09/04 23:09,4523,80594E480,9129,80D2D54F0,1174.6,US Dollar,1174.6,US Dollar,Credit Card,0
2022/09/02 05:41,213580,805B263C0,122702,8113D4780,441.49,US Dollar,441.49,US Dollar,ACH,0
2022/09/01 00:08,135155,80D844C30,135155,80D844C30,70.85,Brazil Real,70.85,Brazil Real,Reinvestment,0
2022/09/09 02:28,10,800F9E4E0,1601,805207CA0,52.07,US Dollar,52.07,US Dollar,Cheque,0
2022/09/10 07:17,2843,8009F6E30,1601,801ACA000,2627.44,US Dollar,2627.44,US Dollar,Cash,0
2022/09/05 10:08,15,8039B99E0,24,8039CCE90,351302.54,Yen,351302.54,Yen,Cheque,0
2022/09/02 15:38,119,80FD49580,43460,81157CB40,18983.51,Shekel,18983.51,Shekel,Cheque,0
2022/09/09 17:20,10,80021F680,1729,8005B6EF0,8977.57,US Dollar,8977.57,US Dollar,Credit Card,0
2022/09/07 23:13,70,100428738,21641,80C4BF5F0,658425.65,Yen,658425.65,Yen,Cheque,0
2022/09/09 13:34,136334,80D8DF4A0,135104,80DB4FDC0,87999.48,Brazil Real,87999.48,Brazil Real,Cash,0
2022/09/08 13:49,1467,811A2AD10,40187,811A2A000,1671.05,US Dollar,1671.05,US Dollar,ACH,0
2022/09/09 06:18,1674,8012A0A60,2053,801DA21C0,9165.57,US Dollar,9165.57,US Dollar,Credit Card,0
2022/09/01 00:58,117698,80C28F5A0,31809,80C28F640,94014.0,Euro,94014.0,Euro,Cheque,0
2022/09/01 04:51,33389,80DD77860,33389,80DD77860,18.26,US Dollar,18.26,US Dollar,Reinvestment,0
2022/09/08 11:23,17222,80571AE30,124290,809931000,80.56,US Dollar,80.56,US Dollar,Cheque,0
2022/09/07 17:31,116,8000C6670,117,80DBE4560,258.79,Swiss Franc,258.79,Swiss Franc,Credit Card,0
2022/09/07 00:04,125575,809E1C6B0,125575,809E1C6B0,8081.63,Rupee,145.17,Canadian Dollar,ACH,0
2022/09/02 10:57,123390,80C834510,18617,812696DE0,522.38,US Dollar,522.38,US Dollar,Cheque,0
2022/09/09 22:06,116,80DD9A070,137218,80E5B2CB0,1467.91,Swiss Franc,1467.91,Swiss Franc,Cheque,0
2022/09/04 10:52,1024,801E2F910,7195,803718160,119.84,Euro,119.84,Euro,Credit Card,0
2022/09/01 20:41,16847,80D391300,16847,80D391300,132133.06,Euro,132133.06,Euro,Reinvestment,0
2022/09/02 02:42,210319,804708130,210972,804739DF0,2069761.55,Yen,2069761.55,Yen,Cheque,0
2022/09/04 15:00,1502,801FF1060,31253,80EC19530,19539.11,Euro,19539.11,Euro,Credit Card,0
2022/09/01 09:30,6,804C56850,13078,804F26320,98648.12,Rupee,98648.12,Rupee,Credit Card,0
2022/09/02 01:45,39678,80EEAAE70,240971,80F53E250,2292.43,Swiss Franc,2292.43,Swiss Franc,Cheque,0
2022/09/09 10:29,220888,80BABF0C0,27217,80FB9A150,958.52,Euro,958.52,Euro,Credit Card,0
2022/09/08 18:28,70,1004286A8,7548,80B52D2E0,10221.92,Euro,10221.92,Euro,Cash,0
2022/09/09 09:00,33018,80A599FF0,6179,80A599EB0,385.21,US Dollar,385.21,US Dollar,Credit Card,0
2022/09/07 15:31,70,100428978,241636,80F4335E0,132731.69,Swiss Franc,132731.69,Swiss Franc,Cheque,0
2022/09/02 01:07,2915,802D3A020,25309,80AE2B7A0,968007.15,Euro,968007.15,Euro,Cheque,0
2022/09/09 21:41,32260,80155EDF0,3149,80155EC10,102.07,US Dollar,102.07,US Dollar,Cheque,0
2022/09/05 07:04,10057,803E5AA70,218346,81084FC30,1.96,Euro,1.96,Euro,Credit Card,0
2022/09/07 19:39,29685,803C9ED00,13264,808B39CB0,2300802.58,US Dollar,2300802.58,US Dollar,Cheque,0
2022/09/02 22:08,228054,80A70DD00,127999,80A864230,19147.58,Australian Dollar,19147.58,Australian Dollar,Cheque,0
2022/09/07 12:31,70,100428660,53294,813E2CEE0,2795.27,US Dollar,2795.27,US Dollar,Credit Card,0
2022/09/02 02:32,334971,80F80D6C0,22164,80F80D670,498.41,US Dollar,498.41,US Dollar,Cash,0
2022/09/02 12:36,117,80EF3FDA0,138395,80F2FE570,425.02,Swiss Franc,425.02,Swiss Franc,Credit Card,0
2022/09/07 07:17,15447,8060B15B0,15040,80904B250,7837.75,US Dollar,7837.75,US Dollar,Credit Card,0
2022/09/07 19:53,70,1004288E8,1132,80BD17BE0,161408.44,Mexican Peso,161408.44,Mexican Peso,Credit Card,0
2022/09/09 00:54,21568,8076E0E80,20486,808B61FF0,6740.43,UK Pound,6740.43,UK Pound,ACH,0
2022/09/06 11:53,70,100428738,11838,80C493650,45387.4,Yen,45387.4,Yen,Cash,0
2022/09/03 00:26,18819,80346E4D0,248926,8129BF860,49.99,US Dollar,49.99,US Dollar,Credit Card,0
2022/09/01 04:15,15730,805766720,19329,80AEE6160,7471842.3,US Dollar,7471842.3,US Dollar,ACH,0
2022/09/08 18:11,70,1004286A8,6052,8094C5AC0,0.3,Euro,0.3,Euro,Credit Card,0
2022/09/07 01:22,20,800ABA6C0,17861,8050658B0,51.85,Euro,51.85,Euro,Cheque,0
2022/09/01 00:29,351646,812EF8C70,351646,812EF8C70,2922.85,US Dollar,2922.85,US Dollar,Reinvestment,0
2022/09/07 15:16,1501,800BE9AC0,5464,802D08F80,48.21,Euro,48.21,Euro,Credit Card,0
2022/09/01 01:04,4,8058B5E90,222965,80B1D4530,18537.82,Yuan,18537.82,Yuan,Credit Card,0
2022/09/01 03:44,70,100428660,10,803500540,463.98,US Dollar,463.98,US Dollar,Cash,0
2022/09/01 21:19,41638,80F9351C0,41638,80F9351C0,7.2,Swiss Franc,7.2,Swiss Franc,Reinvestment,0
2022/09/01 22:45,5,807698BA0,5,80772E990,410.25,UK Pound,410.25,UK Pound,Cheque,0
2022/09/05 00:26,24779,809EB3AF0,213,80009DA80,399.57,Canadian Dollar,399.57,Canadian Dollar,Credit Card,0
2022/09/01 12:46,22205,8025AB950,18324,80C62BC10,660.98,US Dollar,660.98,US Dollar,Credit Card,0
2022/09/06 21:38,11405,801172100,29279,804E56E80,2784.85,US Dollar,2784.85,US Dollar,Credit Card,0
2022/09/10 20:42,10,806D80C80,7,806F1C9F0,461425.2,Ruble,461425.2,Ruble,Cheque,0
2022/09/02 00:05,2053,8041FFC50,15747,812700800,44.41,US Dollar,44.41,US Dollar,Credit Card,0
2022/09/02 18:23,3489,80565D010,24850,802C94B10,4654.19,Euro,4654.19,Euro,ACH,0
2022/09/08 08:26,22205,801163EE0,8595,803FE1AD0,423.55,US Dollar,423.55,US Dollar,Credit Card,0
2022/09/04 04:23,21174,8016618B0,111631,80C8B7750,145083.07,US Dollar,145083.07,US Dollar,Cheque,0
2022/09/01 18:39,220,802CE4A20,223635,80B580C60,70.67,US Dollar,70.67,US Dollar,Cheque,0
2022/09/06 13:18,22541,808A9D020,23497,811DD71B0,41024.51,UK Pound,41024.51,UK Pound,ACH,0
2022/09/02 18:44,48308,811D7F2E0,48681,81238FBF0,4217.11,Saudi Riyal,4217.11,Saudi Riyal,Cheque,0
2022/09/01 09:41,908,800854230,3242,801954250,17.34,US Dollar,17.34,US Dollar,ACH,0
2022/09/06 03:20,16333,806DF05A0,3229,80BEAD8C0,31.41,US Dollar,31.41,US Dollar,Cheque,0
2022/09/07 17:56,2915,800864AB0,11,80095EC10,26.4,Euro,26.4,Euro,Wire,0
2022/09/02 07:56,1047,808593AD0,13037,80DCBB230,499.06,US Dollar,499.06,US Dollar,Cheque,0
2022/09/06 01:39,214,8000B79C0,1132,80C182640,35285.65,Mexican Peso,35285.65,Mexican Peso,Credit Card,0
2022/09/09 21:28,23146,8038066B0,18200,80AA1C190,8829.59,Yuan,8829.59,Yuan,ACH,0
2022/09/09 12:22,14,803602080,41821,80FD79210,269960.59,Yuan,269960.59,Yuan,Cash,0
2022/09/09 04:40,31161,80D2AAC90,127142,810572BD0,69175.8,US Dollar,69175.8,US Dollar,Cheque,0
2022/09/09 13:10,218783,806D7F280,218783,80703C270,6764.83,Ruble,6764.83,Ruble,Cheque,0
2022/09/06 09:19,10813,8044097B0,29467,804717FA0,3819.64,Yen,3819.64,Yen,Cheque,0
2022/09/08 18:05,214749,805DB7F20,13659,80AC5B090,375986.48,Rupee,375986.48,Rupee,Cheque,0
2022/09/09 08:17,222773,808AC5870,222697,80902DA30,595502.96,UK Pound,595502.96,UK Pound,Cheque,0
2022/09/01 22:46,241079,80F43EE60,239604,80F5C9160,2504.98,Swiss Franc,2504.98,Swiss Franc,Cheque,0
2022/09/08 11:35,70,1004288E8,33884,80C693500,200.88,Mexican Peso,200.88,Mexican Peso,Cash,0
2022/09/05 14:13,27755,80A36E670,128636,80A8B30F0,3225.72,Australian Dollar,3225.72,Australian Dollar,Credit Card,0
2022/09/01 11:21,139793,80F824B40,139793,80F824B40,2207987.65,Swiss Franc,2207987.65,Swiss Franc,Reinvestment,0
2022/09/09 14:10,210431,80C71DFE0,20,80D44BE00,293.26,Euro,293.26,Euro,Credit Card,0
2022/09/09 17:59,11107,800F2EAC0,19746,8075DF930,1848.86,US Dollar,1848.86,US Dollar,Cheque,0
2022/09/07 09:39,116,80E518280,39668,80F091030,6087.01,Swiss Franc,6087.01,Swiss Franc,Credit Card,0
2022/09/06 08:12,10614,80429F8B0,219969,808A1F2D0,414.5,US Dollar,414.5,US Dollar,Cheque,0
2022/09/07 11:23,14,802F96680,8248,803DD47E0,24835.11,Yuan,24835.11,Yuan,Credit Card,0
2022/09/08 07:13,1362,80349CAF0,36208,80F702FB0,348.92,US Dollar,348.92,US Dollar,Credit Card,0
2022/09/03 07:38,27920,805751550,125164,812F981A0,100.02,Euro,100.02,Euro,Credit Card,0
2022/09/07 05:07,21940,800F34D50,513,8015F4F40,1661.33,US Dollar,1661.33,US Dollar,Cash,0
2022/09/05 17:34,16649,806BBC410,9,806BC13E0,255161.74,Ruble,255161.74,Ruble,ACH,0
2022/09/02 04:18,1299,800A3E920,121415,80B50E650,258.13,Euro,258.13,Euro,Cheque,0
2022/09/07 17:38,1665,801104D50,1669,8015A6A90,286.48,Euro,286.48,Euro,Credit Card,0
2022/09/01 02:30,10060,80442A3A0,10060,80442A3A0,207260721.68,Yen,207260721.68,Yen,Reinvestment,0
2022/09/04 05:41,1267,80EFB6170,18200,80EFB61C0,8222.99,Yuan,8222.99,Yuan,ACH,0
2022/09/09 11:32,1420,801566090,2627,8072BC3B0,482.35,US Dollar,482.35,US Dollar,Credit Card,0
2022/09/10 06:25,22806,801A2BB40,19542,808BB2AA0,111.27,Euro,111.27,Euro,Cheque,0
2022/09/02 21:56,332061,811B16FA0,136731,811B0F740,60.85,Euro,60.85,Euro,Credit Card,0
2022/09/08 13:44,11296,801796BE0,14077,804FC5060,1942.37,US Dollar,1942.37,US Dollar,Credit Card,0
2022/09/06 02:04,3,800E1B140,23146,802F7E140,3029.67,Yuan,3029.67,Yuan,Cheque,0
2022/09/01 18:50,11852,802541760,220888,808008050,1268.66,Euro,1268.66,Euro,Cheque,0
2022/09/01 00:28,1241,800EF4550,1241,800EF4550,172014.8,US Dollar,172014.8,US Dollar,Reinvestment,0
2022/09/01 13:50,7,80769B910,212,8076B58A0,675.53,UK Pound,675.53,UK Pound,Cheque,0
2022/09/06 22:30,1420,802A6CD40,1665,804E6D750,2688.24,US Dollar,2688.24,US Dollar,Credit Card,0
2022/09/10 00:35,210319,804645470,15,804693130,48676.64,Yen,48676.64,Yen,Cheque,0
2022/09/04 08:55,11296,800DB38D0,13145,801999FF0,2311.71,US Dollar,2311.71,US Dollar,Cheque,0
2022/09/01 06:50,5836,812FC9FD0,5836,812FC9FD0,11.49,US Dollar,11.49,US Dollar,Reinvestment,0
2022/09/05 02:54,70,100428A08,48308,812ABAE50,9954.55,Saudi Riyal,9954.55,Saudi Riyal,Cash,0
2022/09/09 15:27,14,80FD6B480,1198,80FD8BB10,482249.52,Shekel,482249.52,Shekel,ACH,0
2022/09/08 02:06,16031,80C546320,214615,80D2768E0,349.78,US Dollar,349.78,US Dollar,Credit Card,0
2022/09/07 07:50,26463,802EA0FF0,18049,814203E10,67387.01,Euro,67387.01,Euro,ACH,0
2022/09/09 05:51,410,800C774E0,27217,80850B700,175.02,Euro,175.02,Euro,Cheque,0
2022/09/09 05:23,1665,80145BAF0,14099,80603C890,5879479.8,US Dollar,5879479.8,US Dollar,Cheque,0
2022/09/01 00:10,20,80030C2A0,20,80030C2A0,19.07,Euro,19.07,Euro,Reinvestment,0
2022/09/02 21:51,239453,80E9F1280,40653,80F6758D0,200.39,Swiss Franc,200.39,Swiss Franc,Cheque,0
2022/09/04 00:22,142950,8107F73F0,143430,810278EC0,30.45,Shekel,30.45,Shekel,Credit Card,0
2022/09/07 01:43,33872,80C7E2DC0,34032,80CA38E20,9448.08,Mexican Peso,9448.08,Mexican Peso,Cheque,0
2022/09/08 16:57,6625,802D9A7C0,120691,80B7CD720,13398.41,Euro,13398.41,Euro,Cash,0
2022/09/01 00:03,28237,80A50BF20,28237,80A50BF20,9.8,Australian Dollar,9.8,Australian Dollar,Reinvestment,0
2022/09/08 05:02,70,100428978,239453,80F322630,9645.34,Swiss Franc,9645.34,Swiss Franc,Cheque,0
2022/09/09 00:28,19477,80DB104C0,146245,812E113A0,110083.73,Yuan,110083.73,Yuan,Credit Card,0
2022/09/03 15:08,14011,804907A40,1501,8058EB240,31.34,Euro,31.34,Euro,Wire,0
2022/09/06 13:12,115915,810584FD0,19601,813ECB1D0,126.01,US Dollar,126.01,US Dollar,Cheque,0
2022/09/06 06:03,3,802FD9DF0,218989,808A816A0,1245.26,Yuan,1245.26,Yuan,Credit Card,0
2022/09/01 01:17,220,80FFA3820,217,8101133A0,343.07,Shekel,343.07,Shekel,Credit Card,0
2022/09/02 21:07,22,802C9DC90,18460,805EBAF10,64.79,Euro,64.79,Euro,Cash,0
2022/09/01 00:27,344026,810B8DDE0,344026,810B8DDE0,8320.69,Shekel,8320.69,Shekel,Reinvestment,0
2022/09/06 14:57,2439,801165A90,1411,801193660,6.01,US Dollar,6.01,US Dollar,Wire,0
2022/09/04 00:12,213952,8057BD040,1688,802682160,48.17,US Dollar,48.17,US Dollar,Credit Card,0
2022/09/10 00:25,122946,80892C910,211,807E60130,28.86,UK Pound,28.86,UK Pound,Credit Card,0
2022/09/01 00:06,70,1004286A8,25309,80C10FE90,119585.48,Euro,119585.48,Euro,Cheque,0
2022/09/08 13:23,12719,803F3B480,11904,803F3B610,377.58,US Dollar,377.58,US Dollar,ACH,1
2022/09/07 20:23,1467,80238FDB0,16136,8034A6AD0,8574.98,US Dollar,8574.98,US Dollar,Cash,0
2022/09/02 08:49,28,806189690,116843,806BB07B0,52306.18,Ruble,52306.18,Ruble,Cheque,0
2022/09/01 00:40,22345,800EBAB90,1729,801DE5720,224.82,US Dollar,224.82,US Dollar,Cash,0
2022/09/01 14:32,219444,80E2EC050,23,814846370,194.85,Euro,194.85,Euro,ACH,0
2022/09/02 14:30,16254,806997EC0,19023,812ADD5F0,528425.62,Euro,528425.62,Euro,ACH,0
2022/09/05 00:21,126200,809EECAF0,25170,8098E3840,186.53,Canadian Dollar,186.53,Canadian Dollar,Credit Card,0
2022/09/01 14:22,32503,80A5239D0,19329,80A523890,0.01,US Dollar,0.01,US Dollar,Cheque,0
2022/09/01 11:13,228054,80A4AF7C0,28248,80A501050,117.34,Australian Dollar,117.34,Australian Dollar,Credit Card,0
2022/09/06 08:31,12,802318060,24032,81074A460,3291.12,US Dollar,3291.12,US Dollar,Credit Card,0
2022/09/02 22:47,240774,80EF02C20,240971,80F3BC070,14.35,Swiss Franc,14.35,Swiss Franc,Wire,0
2022/09/06 04:49,221198,8080A5E60,1547,8124888D0,2290.07,Euro,2290.07,Euro,ACH,0
2022/09/09 10:30,5464,8084BB590,410,80B4F0FC0,217628.05,Euro,217628.05,Euro,Cash,0
2022/09/01 16:37,11296,801889F50,513,801B4A210,86.86,US Dollar,86.86,US Dollar,Credit Card,0
2022/09/02 17:17,21,803AD4C90,210261,803B84310,1432241.57,Yen,1432241.57,Yen,Credit Card,0
2022/09/01 01:15,2845,803138410,111443,8066DC630,118.96,US Dollar,118.96,US Dollar,ACH,0
2022/09/01 23:41,16643,802A4F160,16643,802A4F160,1596.17,Euro,1596.17,Euro,Reinvestment,0
2022/09/01 05:52,27755,80A295FF0,127593,80B2A29B0,118.43,Australian Dollar,118.43,Australian Dollar,Cheque,0
2022/09/08 11:16,70,100428660,25981,80C571FC0,110.66,US Dollar,110.66,US Dollar,Credit Card,0
2022/09/02 06:19,9,800089CB0,10,80609DC20,14989.61,Ruble,14989.61,Ruble,Cheque,0
2022/09/01 08:54,1588,80045F230,1068,800BB7FF0,290.82,US Dollar,290.82,US Dollar,Credit Card,0
2022/09/04 12:42,1665,810FBF6F0,1547,810FBF560,2785.02,Euro,2785.02,Euro,ACH,0
2022/09/01 23:01,1292,801B78B10,1686,803A4B200,18936.39,US Dollar,18936.39,US Dollar,Credit Card,0
2022/09/03 14:39,16787,8064BCA20,10,806DA02C0,733856.62,Ruble,733856.62,Ruble,Cheque,0
